Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the Effectiveness of Mobile Precision Push Services A User-Centric Behavioral Framework,2-s2.0-105021823776,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105021823776&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the Impact of Digitalization on Circular Economy Growth: Insights from Structural Equation Modelling,2-s2.0-105011671555,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105011671555&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the Impact of Sustainability Practices on Customer Relationship Quality: An SEM-PLS Approach to Align with SDG,2-s2.0-85215823142,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85215823142&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the applicability of simulated soil moisture index in forecasting post-earthquake debris flows,2-s2.0-105027469376,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027469376&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the efficacy of bivariate extreme modelling approaches for multi-hazard scenarios,2-s2.0-85093854189,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85093854189&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the impact of prescription drug monitoring program implementation: A scoping review,2-s2.0-85020927570,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85020927570&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the implementation of a hypertension program based on mHealth and community pharmacies integration to primary care centers at a municipality level in Argentina during the COVID-19 pandemic,2-s2.0-85201722156,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85201722156&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the spike in the symptomatic proportion of SARS-CoV-2 in China in 2022 with variolation effects: a modeling analysis,2-s2.0-85188571532,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85188571532&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluating the sustainability of school-based health centers,2-s2.0-85032283051,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85032283051&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of a sport-based youth development programme for refugees,2-s2.0-84983568251,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84983568251&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of decision-support tools for coastal flood and erosion control: A multicriteria perspective,2-s2.0-85214025699,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214025699&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of gridded meteorological datasets for hydrological modeling,2-s2.0-85035758627,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85035758627&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of social protection for people affected by tuberculosis: development of an indicator matrix for Brazil,2-s2.0-105022896585,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022896585&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of spatial analysis application for urban emergency management,2-s2.0-85002520871,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85002520871&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evaluation of sustainable consumption behavior according to sociodemographic factors in Indigenous communities,2-s2.0-105000983408,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000983408&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Evaluation of two hybrid metric-conceptual models for simulating phosphorus transfer from agricultural land in the river enborne, a lowland UK catchment",2-s2.0-14744269952,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-14744269952&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Event-Based Atmospheric Precipitation Uncovers Significant even and Odd Hg Isotope Anomalies Associated with the Circumpolar Vortex,2-s2.0-85136702496,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85136702496&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Evidence for Multi-Phase Extensional Deformation, Strain Partitioning, and Block Rotation Leading to Permeability Enhancement in the Blue Mountain Geothermal Field, NV",2-s2.0-105029720398,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029720398&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evidence gap in predicting intracranial haemorrhage risk in people with glioma on anticoagulants: a scoping review,2-s2.0-105021068370,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105021068370&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evidence on factors influencing HPV vaccine implementation in South Asia: A scoping review,2-s2.0-85179648750,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85179648750&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evidential deep learning for interatomic potentials,2-s2.0-105028491388,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028491388&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Evolution characteristics of post-fire debris flow in Xiangjiao gully, Muli County",2-s2.0-85203141594,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85203141594&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evolution of modified TAM associated with e-banking services adoption: a systematic PRISMA review from 1975 to 2021,2-s2.0-85131330220,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85131330220&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Evolution of sexual size monomorphism: The influence of passive mate guarding,2-s2.0-67649223769,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-67649223769&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Ex ante evaluation of risk adjustment models for prospective provider payment: a conceptual framework and empirical application,2-s2.0-105022647613,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022647613&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,ExAID: A multimodal explanation framework for computer-aided diagnosis of skin lesions,2-s2.0-85122635590,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85122635590&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Examining Canadian Undergraduates’ Perspectives with Using GenAI for Learning,2-s2.0-105028876224,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028876224&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Examining competencies for the instructional design professional: An exploratory job announcement analysis,2-s2.0-85100540041,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85100540041&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Examining nurses’ attitudes toward patients who use substances in the hospital setting: A scoping review,2-s2.0-105031930719,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105031930719&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Examining the Role of Social Networking Fatigue toward Discontinuance Intention: The Multigroup Effects of Gender and Age,2-s2.0-85076356949,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85076356949&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Examining the influence of personal eHealth literacy on continuance intention towards mobile health applications: A TAM-based approach,2-s2.0-105007144376,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105007144376&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Experimental Investigation of Towing of a Semi-submersible Floating Offshore Wind Turbine,2-s2.0-85210594561,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210594561&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Explaining mobile game takeoff through information configuration,2-s2.0-85112554033,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85112554033&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Explaining the Correlates of Eating Outside-of-Home Behavior in a Nationally Representative US Sample Using the Multi-Theory Model of Health Behavior Change: A Cross-Sectional Study,2-s2.0-85183410480,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85183410480&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Explanations for Not Receiving the Seasonal Influenza Vaccine: An Ontario Canada Based Survey,2-s2.0-85018183966,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85018183966&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Explicating the mapping between big data and knowledge management: a systematic literature review and future directions,2-s2.0-105002561946,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002561946&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploration methods and geothermal systems in Colombia with emphasis on the Nevado del Ruiz volcano, Valle de Nereidas geothermal project",2-s2.0-105007897808,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105007897808&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploration of Barriers and Facilitators to Healthy Eating in UK Truck Drivers,2-s2.0-86000433344,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000433344&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploration of the application of Grey-Markov models in the causality analysis of traffic accidents in roundabouts,2-s2.0-85172825462,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85172825462&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploration on the Process of the Support-Service Counseling Mechanism in Promoting Education Reform in Rural Areas: A Case of Indigenous Area and Offshore Island Preschool Programs in Kaohsiung,2-s2.0-85175865139,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85175865139&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploration targeting for orogenic gold deposits in the Granites-Tanami Orogen: Mineral system analysis, targeting model and prospectivity analysis",2-s2.0-84866325100,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84866325100&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploratory Investigation of Application of Self-Awareness Supervision Model to Supervisor Training for Junior High School Guidance Counselors,2-s2.0-105033250864,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033250864&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Factors Influencing Cervical Cancer Screening Participation among Singaporean Women: A Social Ecological Approach,2-s2.0-85207675650,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85207675650&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Families’ Acceptance of Wearable Activity Trackers: A Mixed-Methods Study,2-s2.0-85126283680,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85126283680&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Human Resource Managers' Perspectives on Blockchain Technology Adoption in the Automobile Industry: An Indian Study,2-s2.0-105029746329,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029746329&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Ionospheric Disturbances Using GNSS: A STEM-Based Investigation of the 2024 Extreme Geomagnetic Storm,2-s2.0-105015611059,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015611059&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Self-Rated Empathy Among Language Interpreters Before and After a Simulated Task Interpreting for Police,2-s2.0-105028112142,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028112142&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring Trends and Themes of Hadith Authentication Research: a Bibliometric Analysis and Future Agenda,2-s2.0-105034974375,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034974375&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring a Sustainable Pathway Towards Enhancing National Innovation Capacity from an Empirical Analysis,2-s2.0-105013304215,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105013304215&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring and mitigating shortcomings in single-cell differential expression analysis with a new statistical paradigm,2-s2.0-105000255964,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000255964&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploring and modeling the societal safety and societal security concepts – A systematic review, empirical study and key implications",2-s2.0-85033227457,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85033227457&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring factors influencing the innovation of PhD scholars: a conceptual model utilising confirmatory factor analysis,2-s2.0-105035852870,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105035852870&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring factors influencing user perspective of ChatGPT as a technology that assists in healthcare decision making: A cross sectional survey study,2-s2.0-85187527435,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85187527435&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploring intersections: Tourism, gender, and paths to peace: The case of women in The Gambia",2-s2.0-105020111310,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020111310&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring land use determinants in Italian municipalities: comparison of spatial econometric models,2-s2.0-85134548166,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85134548166&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring modeling methods for information systems analysis and design: a data-driven retrospective,2-s2.0-105009326275,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009326275&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring multidimensional determinants of medication error reporting in China: a qualitative study using the theoretical domains framework,2-s2.0-105008986536,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105008986536&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring pilot digital twin solutions for a floating city in the san francisco bay area,2-s2.0-105015149783,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015149783&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring provider-surrogate communication during POLST discussions for individuals with advanced dementia,2-s2.0-85044760901,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044760901&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring rodent prosociality: A conceptual framework,2-s2.0-105009273565,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009273565&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Application of Large Language Models (LLMs) in Data Structure Instruction: An Empirical Analysis of Student Learning Outcomes in Computer Science,2-s2.0-105037235413,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105037235413&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Driving Forces of Vegetation Greening on the Loess Plateau at the County Scale,2-s2.0-85188778165,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85188778165&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Effect of Corporate Communication on Social Capital Through PLS-SEM Approach,2-s2.0-105020396557,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020396557&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Influence of Reels Travel Ads on Potential Travelers’ Inspiration and Digital Engagement Behaviors,2-s2.0-85208473739,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85208473739&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Influencing Factors of Wetland Parks on the Sustainable Development of Urban Economy: A Case in Southern China,2-s2.0-105007801021,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105007801021&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Potential Implications of AI-generated Content in Social Engineering Attacks,2-s2.0-85207828491,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85207828491&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Potential of Large Language Models (LLMs) for Grounded Theorizing: A Human-in-the-Loop Configuration,2-s2.0-105010827948,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105010827948&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the Relationship between Melioidosis Morbidity Rate and Local Environmental Indicators Using Remotely Sensed Data,2-s2.0-85194219612,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85194219612&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the application of cognitive dissonance theories in management studies: a bibliometric approach and content analysis,2-s2.0-105024454497,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105024454497&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploring the approaches to care of faith-based and secular NGOs in Cambodia that serve victims of trafficking, exploitation, and those involved in sex work",2-s2.0-85019571186,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85019571186&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Exploring the effects of visit motivation and user experience on perceptions of cultural ecosystem services in botanical garden: A case study of Algiers, Algeria",2-s2.0-105001253349,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001253349&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the factors influencing academic learning performance using online learning systems,2-s2.0-85195318345,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85195318345&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the home environment of adults living with autism spectrum disorder: a qualitative study,2-s2.0-85132639427,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85132639427&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the impact of caring for an individual with neurogenic orthostatic hypotension: a qualitative study,2-s2.0-85164323642,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85164323642&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the influence of perceptual elements in tourism e-commerce live streaming on value co-creation behavior,2-s2.0-105007824634,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105007824634&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the link between home country attributes and firms' internationalisation: evidence from GEDI and WEF data,2-s2.0-85168146603,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85168146603&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the meaning of coproduction as described by patients after spinal surgery interventions,2-s2.0-85067126348,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85067126348&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the modeling of spatiotemporal variations in ambient air pollution within the land use regression framework: Estimation of PM10 concentrations on a daily basis,2-s2.0-84942597126,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84942597126&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the motives and constraints shaping dog owners’ pet tourism intentions for overnight stays,2-s2.0-105029960868,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105029960868&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the nexus of food citizenship and local food consumption in America's rural-urban blend: Insights from Will County (Illinois),2-s2.0-85196795187,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85196795187&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Exploring the project manager's intention to address sustainability in the project board,2-s2.0-85056177724,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056177724&origin=resultslist
